sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,price,yr_built
1040,9800,1,0,1040,0,375000,1955
880,4000,1,0,880,0,199400,1916
2490,9346,2,2,2490,0,364900,1996
1210,7560,1,0,1210,0,324950,1941
2080,4000,1,0,1040,1040,467000,1909
1380,5400,1,0,1380,0,380000,1954
1620,10850,1,0,1620,0,250000,1966
1680,4021,1.5,0,1680,0,700000,1921
1330,9620,1,0,1330,0,206990,1976
1730,3400,1,0,970,760,670000,1928
790,6969,1,0,790,0,315000,1955
2240,7500,2,0,2240,0,319950,1985
1500,8272,1,0,1500,0,419000,1958
1800,11419,1,0,1800,0,205000,1989
1980,4745,2,0,1980,0,335000,2004
1340,5100,1,0,1340,0,397000,1953
750,2020,1,0,750,0,370000,1908
1790,9920,1,0,1170,620,330000,1969
5490,14300,1,4,2910,2580,1.79E+06,1996
1940,16300,1,0,1140,800,399000,1978
2670,189486,2,4,2670,0,400000,1972
1220,6404,1,0,1220,0,249900,1994
1310,3880,1,0,1090,220,717000,1956
1930,8336,2,0,1930,0,319000,1995
2100,3800,2,0,2100,0,635000,1972
1180,7573,1,0,1180,0,355000,1977
4320,32840,2,0,4320,0,1.60E+06,1990
3140,12519,1,0,2320,820,585000,1951
2320,7800,1,0,1160,1160,320000,1960
2110,10200,2,0,2110,0,305495,1966
1790,14690,1,1,1670,120,240000,1960
1740,8750,1,0,1740,0,199950,1959
3820,8114,2,0,3820,0,1.62E+06,2005
2050,21744,2,4,1750,300,770000,1930
1680,3179,2,0,1680,0,255000,2002
1930,8925,1,0,1930,0,289000,1974
3760,8804,2,0,2470,1290,494500,2002
2370,9619,1,0,1650,720,746000,1973
2120,13000,2,0,2120,0,385000,1978
2370,10513,2,0,2370,0,688100,1987
2350,3150,1.5,0,1690,660,870300,1910
1180,8474,1.5,0,1180,0,310000,1956
2270,5654,2,0,2270,0,500000,1999
1830,7770,1,0,1400,430,255000,1977
3910,7080,1,0,1970,1940,1.48E+06,1949
890,9465,1,0,890,0,154500,1957
1820,8058,1,0,1260,560,425000,1974
2440,7491,2,0,2440,0,700000,1988
1110,3943,1,0,740,370,410500,1916
1870,7080,1,0,1210,660,432000,1969
1240,4080,1.5,0,1240,0,530000,1914
1560,8640,1,0,1560,0,465000,1967
1910,5600,2,0,1910,0,498688,1989
2200,21450,1,0,1600,600,573500,1952
2530,13474,2,0,2530,0,349900,1994
1130,12519,1,0,1130,0,220000,1958
820,6771,1,0,820,0,260000,1918
960,4000,1,0,960,0,290000,1918
1980,3240,1.5,0,1780,200,615000,1930
3370,5638,2,0,2250,1120,730000,2001
7420,167869,2,3,7420,0,1.95E+06,2002
1800,10500,2,0,1800,0,332500,1995
3990,10120,2,0,2820,1170,650000,1990
4070,7800,3,0,3390,680,1.40E+06,2002
1640,7194,1.5,0,1480,160,465000,1915
3730,11820,2,0,2460,1270,690000,1990
1220,7004,1,0,1220,0,289900,1966
3490,4000,2,0,2570,920,1.62E+06,2009
1730,4286,2,0,1730,0,339950,1999
3430,8000,1.5,0,3430,0,367999,1972
2320,10079,2,0,2320,0,380000,1994
2030,17100,1,0,2030,0,440000,1953
4850,36450,2,0,4850,0,975000,1977
1340,13560,1,0,1340,0,309500,1968
1130,8201,1,0,1130,0,350000,1948
1180,2521,2,0,1180,0,215000,2005
910,6000,1,0,910,0,254000,1943
1630,4275,1.5,3,1630,0,567000,1908
710,1173,2,0,710,0,402000,1943
1520,80150,1,0,1520,0,365000,1948
2820,8408,2,0,2820,0,625000,2014
1970,5160,1.5,0,1970,0,432000,1942
2240,19090,1,0,1700,540,335500,1968
1860,5940,1,2,1020,840,672500,1956
1780,4310,1.5,0,1780,0,336000,1919
1788,10183,2,0,1788,0,294400,1990
1880,3054,2,0,1880,0,541900,1988
2300,11400,1,0,1520,780,505000,1977
1610,6176,2,0,1610,0,255000,1994
2270,11970,1,0,1470,800,435000,1964
1230,3600,1.5,0,1230,0,636000,1925
3420,33106,2,0,3420,0,655000,2004
1670,6988,1,0,1370,300,280500,1953
1120,6141,1,0,900,220,520000,1946
2580,5476,2,0,2580,0,354000,2005
3847,17654,1,2,2299,1548,810000,1975
3630,42884,1.5,0,2300,1330,400000,1979
3580,12000,1,0,1840,1740,879900,1979
4050,11358,2,0,2780,1270,1.29E+06,1980
3240,23522,2,0,2130,1110,902500,1992
1540,8400,1.5,0,1540,0,900000,1902
2550,7200,2,2,2550,0,419500,2003
2340,6000,1,0,1270,1070,685000,1953
2320,4524,2,0,2320,0,429950,2004
1640,6000,2,0,1640,0,464950,2011
910,9000,1,0,910,0,239900,1983
2550,11524,2,0,2550,0,406250,1990
2660,8027,2,0,2660,0,447000,1997
1480,14250,2,0,1480,0,466800,1996
2810,11560,1,0,1740,1070,674000,1962
830,3200,1,0,830,0,525000,1924
3510,92347,2,0,3510,0,674950,1990
2480,4950,2,0,2480,0,374900,2004
3720,5000,2.5,0,2720,1000,1.44E+06,1905
2150,9250,2,0,2150,0,559500,1984
2370,7875,2,0,2370,0,522500,2003
4310,28008,2,0,4310,0,1.13E+06,1988
2990,7420,2,0,2990,0,498500,1996
1350,4000,1.5,0,1350,0,571000,1930
2370,217800,1.5,0,1600,770,543000,1992
1410,10248,1,0,1410,0,271920,1985
1170,8254,1,0,1170,0,104950,1949
1800,4500,2,0,1800,0,485500,1999
3650,6982,2,2,2530,1120,1.21E+06,1951
1490,8357,1,0,1490,0,260250,1993
3610,13292,2,0,3610,0,875909,1996
2050,94525,1,0,1250,800,455000,1959
1092,7500,1.5,0,1092,0,309000,1918
2010,7688,1,0,1170,840,229000,1979
1680,7900,2,0,1680,0,250000,1953
2510,38141,1,0,2510,0,600000,1960
2280,65836,2,0,2280,0,535000,2004
2510,5186,2,0,2510,0,571000,2001
3190,16920,1,3,1690,1500,1.03E+06,1976
4690,14930,2,2,3680,1010,600000,1995
1850,12000,1,0,1300,550,469500,1977
4160,13170,2,0,3040,1120,1.15E+06,2001
2220,4000,1.5,0,1970,250,785000,1925
2870,13695,2,0,2870,0,872750,1991
3950,10214,1,3,2050,1900,900000,1955
1740,6620,1.5,0,1740,0,350000,2002
4780,20440,1,0,3660,1120,2.58E+06,1975
3160,39960,1,0,3160,0,940000,1980
1990,27810,1,0,1990,0,185000,1955
3920,37122,2,0,3920,0,850000,1996
960,15273,1,0,960,0,201000,1963
1540,6549,2,0,1540,0,499000,1980
1970,5190,2,0,1970,0,315000,2002
1880,4668,2,0,1880,0,509950,1993
2000,6405,1,0,1260,740,286300,1964
1990,8325,2,0,1310,680,590000,1997
1400,9384,1.5,0,1400,0,325000,1948
3190,27806,2,0,3190,0,625000,1997
1000,6914,1,0,1000,0,378000,1947
1670,6900,1,0,1170,500,239950,1978
2100,4500,1,0,1060,1040,550000,1924
1010,6180,1,0,1010,0,325000,1903
2030,3905,1.5,0,1630,400,831000,1926
1090,10296,1,0,1090,0,249000,1950
2440,16730,1,0,1390,1050,484000,1976
2500,6278,2,0,2500,0,395000,2002
3420,7462,2,0,3420,0,839900,2002
2850,11000,2,0,2850,0,760000,1998
2030,3300,1.5,0,1530,500,750000,1927
4590,11265,2,0,3450,1140,3.00E+06,1927
2230,5800,2,0,2230,0,440000,2004
1810,7523,1,0,1170,640,501000,1962
4000,7500,2,0,4000,0,739000,1978
1490,16200,1,0,1490,0,685650,1958
4225,284011,2,0,4225,0,1.01E+06,1985
2120,4000,1.5,0,1920,200,980000,1929
1030,7184,1,0,1030,0,275000,1968
2310,8045,1,0,1650,660,319950,1976
1830,7943,2,0,1830,0,448500,1985
2120,137565,1.5,0,2120,0,437000,1913
2500,9448,1,0,1250,1250,330000,1966
2470,7700,2,0,2470,0,365000,1990
940,7700,1,0,940,0,329000,1916
3260,11700,1,0,1630,1630,681500,1964
1660,10140,1,0,1370,290,566000,1980
4370,217882,2,0,4370,0,897500,1984
2620,9112,2,0,2620,0,738000,1995
1500,7800,1,0,1500,0,185000,1968
910,7200,1,1,830,80,445000,1936
1430,4920,1,0,1430,0,175000,1957
900,8556,1,0,760,140,315000,1941
1250,7400,1,0,1250,0,445000,1959
3850,14990,1,0,2290,1560,1.40E+06,1964
3450,35100,2,0,3450,0,832500,1987
3950,12320,2,0,3950,0,771150,2001
1950,12559,1.5,0,1950,0,225000,1939
1700,6396,2,0,1700,0,389950,2003
2370,6082,2,0,2370,0,435000,2004
1600,2538,2,0,1600,0,845000,1929
4060,5500,2,0,2660,1400,1.30E+06,1924
1322,1796,2,0,1087,235,350000,2005
1140,10400,1,0,1140,0,250000,1983
1280,2096,2,0,1080,200,370000,2007
3080,4553,2.5,0,3080,0,750000,2008
1210,3000,1,0,910,300,439950,1906
1950,10219,1,0,1950,0,395000,1962
1450,6820,1.5,0,1450,0,375000,1947
1590,7748,2,0,1590,0,263000,1991
1240,9198,1.5,0,1240,0,185000,1959
1440,54315,1,0,790,650,500000,1974
3470,10045,2,0,3470,0,920000,1993
5100,21802,2,0,3640,1460,936000,2001
2430,12757,1,2,1340,1090,1.50E+06,1952
2420,7200,1,0,1420,1000,1.10E+06,1948
1510,10875,1,0,1150,360,247000,1990
1200,5525,1,0,1200,0,289500,1947
2240,6396,2,0,2240,0,432500,2002
1870,4320,1,0,970,900,680000,1920
1110,6000,1.5,0,1110,0,589000,1932
3210,8400,1.5,0,2040,1170,756450,1914
2090,8910,1,0,1230,860,536650,1975
1320,1800,2,0,1320,0,540000,1994
1340,3850,1,0,1340,0,385000,1960
1020,6120,1,0,1020,0,485000,1941
1220,17652,1,0,1220,0,240000,1980
1220,17652,1,0,1220,0,415500,1980
1390,2688,1.5,0,1390,0,550000,1915
2970,5400,2.5,0,2970,0,1.26E+06,1900
1440,213008,2,0,1440,0,430000,1990
1550,4257,1,3,830,720,415000,1953
1904,8200,2,0,1904,0,365000,1999
1400,8500,2,0,1400,0,257000,1975
2140,3821,2,0,2140,0,420000,2005
1320,9450,1,0,1320,0,338995,1943
2620,8280,1,0,1330,1290,615000,1948
2300,5570,2,0,2300,0,312500,1996
2000,5684,2,0,2000,0,513000,1996
2960,5040,2,3,2210,750,857500,1952
2700,22343,1.5,1,2700,0,1.06E+06,1977
1740,9500,1,3,1150,590,585000,1958
1770,4950,1,0,1770,0,350500,2003
1290,9312,1,0,1290,0,215000,1947
1450,8400,1.5,0,1450,0,440000,1962
1420,7800,1,0,1130,290,270000,1985
1330,7020,1,0,1330,0,385000,1924
1760,4125,1.5,3,1760,0,688500,1927
2010,4905,1,0,1230,780,700000,1912
2560,14467,1,0,1280,1280,585000,1960
1260,2625,2,0,1260,0,401000,1983
2420,7725,1,0,1890,530,655000,1972
1010,5400,1,0,1010,0,317000,1959
1770,8155,1.5,0,1770,0,500000,1970
890,6350,1,0,890,0,314963,1943
1670,5060,2,2,1670,0,715000,1925
1360,9600,2,0,1360,0,280000,1992
2120,9736,2,0,2120,0,531000,1988
1910,4488,2,0,1910,0,617000,1998
1480,7560,1.5,0,1480,0,440000,1940
1090,10114,1,0,1090,0,140000,1955
1670,13125,1,0,1670,0,661000,1973
1670,13125,1,0,1670,0,697000,1973
3650,13297,2,0,2750,900,1.20E+06,1969
1970,3515,1,0,1030,940,535000,1969
1320,3060,1.5,0,1320,0,404500,1910
1710,5110,1,0,1100,610,396500,1954
1740,9488,1,0,1180,560,450000,1977
2200,2400,2,0,1740,460,605000,1988
2010,4320,2,2,2010,0,699000,1999
3910,19023,2,0,3910,0,805000,1985
470,15000,1,0,470,0,156000,1947
2330,7064,1,0,1780,550,595000,1984
1930,7200,1.5,0,1930,0,285000,1929
3270,6055,2,0,3270,0,725000,2007
1650,5000,2,0,1650,0,216300,1985
2220,8450,1,0,1260,960,410000,1983
2470,4600,1,3,1140,1330,597000,1916
1300,9300,1,0,1300,0,325000,1977
2530,9375,1,0,1530,1000,355000,1966
2400,8215,1,0,1200,1200,338000,1961
1500,5393,2,0,1500,0,210000,1999
1700,9000,1,0,1700,0,423000,1967
2120,8554,1,0,1170,950,249500,1977
2240,5105,2,0,2240,0,325000,2002
1540,8223,1,0,1070,470,257000,1987
1890,100623,1,3,1890,0,550000,1978
1260,9638,2,0,1260,0,490000,1920
1160,3838,2,0,1160,0,299000,1983
1300,39639,1,0,1300,0,295000,1960
3220,14463,2,0,3220,0,630000,1978
2020,8474,1,0,1010,1010,320000,1962
2990,8640,1,0,2100,890,1.11E+06,1959
1420,6458,1,0,1420,0,398000,1953
1020,7874,1,0,1020,0,218000,1956
2400,104108,2,0,2400,0,590000,1988
3640,8239,2,3,2540,1100,1.60E+06,1982
1550,1824,2,0,1550,0,348500,2007
1870,4751,1,0,1870,0,592500,2006
2340,5957,2,0,2340,0,505000,1995
3350,3600,2,0,2260,1090,1.43E+06,2014
1710,5000,1,0,1140,570,502000,1921
1180,9265,1,0,1180,0,257500,1940
1600,7500,1,0,1600,0,405000,1966
1300,5111,1,0,1300,0,427000,1959
1040,9997,1,0,1040,0,290000,1955
1220,7695,1,0,1220,0,222000,1954
2240,6097,2,0,2240,0,315000,2002
1420,4500,1,0,1420,0,371000,1959
1580,6620,1,0,1580,0,279900,1988
2390,23522,1,0,1890,500,250000,1938
2260,29930,2,0,1400,860,599000,1977
1890,93218,1,0,1890,0,267300,1964
1830,7200,1,2,1070,760,585000,1949
1000,8268,1,0,1000,0,350000,1969
2180,7700,1,0,1480,700,506000,1961
2320,210830,2,0,2320,0,400000,1962
840,4495,1,0,840,0,151100,1921
840,4495,1,0,840,0,251000,1921
2350,8140,1,0,1430,920,555000,1977
2040,273556,1,0,2040,0,467500,1997
2370,30378,2,0,2370,0,479000,1996
1590,9350,1,0,1060,530,247000,1962
1380,10875,1,0,1380,0,299500,1977
1940,8970,1.5,0,1270,670,306888,1980
3320,244807,2,0,3320,0,675000,2001
1090,5265,1.5,0,1090,0,577000,1947
1650,9936,1,0,1090,560,219950,1967
1110,5500,1,0,1110,0,375000,1940
2110,6820,1,0,1530,580,650000,1942
1850,5000,1.5,0,1850,0,975000,1900
600,3720,1,0,600,0,229000,1920
2760,4000,1.5,0,1730,1030,575000,1926
2970,14880,1,4,1560,1410,815000,1962
2300,43560,1,0,1350,950,525000,1979
2030,2805,2,0,1720,310,471000,2001
2160,4333,1,0,1260,900,450000,1942
1650,6150,2,0,1650,0,590000,1926
3140,7260,2,0,2200,940,744000,2004
2690,36114,2,0,2690,0,460000,1986
1940,9389,1,0,1290,650,299000,1960
1220,5120,1.5,0,1220,0,231000,1940
1300,9600,1,0,1300,0,195000,1975
1660,11500,1,0,1130,530,305000,1979
3390,6200,2,0,2530,860,895000,1916
2310,13300,1,0,1890,420,1.11E+06,1950
950,7954,1,0,950,0,339000,1941
2400,3520,1,0,1370,1030,885000,1924
1780,5236,1.5,0,1050,730,375000,1944
1280,7400,1,0,1280,0,367400,1958
1930,5398,1,0,1430,500,700000,1953
2560,10360,1,0,1870,690,667000,1966
920,5250,1,0,920,0,200000,1906
1900,18414,2,0,1900,0,552775,1971
2270,148975,1,0,1270,1000,452000,1900
2080,16050,1,0,1360,720,418000,1978
1460,10128,1,0,1460,0,601500,1968
1670,39639,1,0,1670,0,600000,1976
2810,6481,2,0,2810,0,340000,1998
2370,6752,2,0,2370,0,310000,1994
1700,18000,1,0,1700,0,290000,1972
1630,9255,1,0,1630,0,438000,1941
2930,4408,1,0,1660,1270,718000,1939
860,6600,1,0,860,0,200000,1949
1980,12150,1,0,1980,0,479900,1994
2080,7877,2,0,2080,0,400000,1987
1060,10042,1,0,1060,0,219950,1957
1590,3381,2,0,1590,0,300000,2000
1980,8775,1,0,1290,690,437000,1959
1720,7210,1,0,860,860,350000,1971
1350,9293,1,0,1350,0,626000,1954
2080,12032,2,0,2080,0,490000,1978
2090,4700,2,0,2090,0,289000,2002
2030,5100,2,0,2030,0,595000,2008
2680,41804,1,0,2680,0,676000,1989
1820,8028,1,0,1220,600,389000,1980
1300,5000,1,0,1300,0,240000,1983
2210,7079,2,0,2210,0,382500,1993
1400,7293,1,0,1400,0,511555,1963
2040,4125,1.5,0,1540,500,710500,1917
2420,49928,2,0,1860,560,429000,1985
1920,7500,1,0,1920,0,170000,1962
3860,17820,1,4,2630,1230,2.14E+06,1975
2760,7200,1,0,1430,1330,480000,1979
3450,8395,2,4,2640,810,1.67E+06,1993
1040,6535,1,0,1040,0,225000,1947
2220,7224,1,2,2040,180,615000,1975
2470,385506,2,3,2470,0,438950,1991
1300,9856,1,0,1300,0,242000,1962
1960,9686,1,0,1460,500,560000,1989
2040,3960,2,2,2040,0,857500,1928
3030,7864,2,0,3030,0,685000,1999
2260,7336,2,0,2260,0,486000,1977
2670,10338,2,0,2670,0,749000,1987
1520,6298,2,0,1520,0,260000,1986
3610,8502,1.5,2,2610,1000,1.02E+06,1930
1130,5111,1,0,930,200,565000,1942
1480,2502,2,0,1480,0,355000,1991
3540,9970,2,3,3540,0,775000,1970
2100,7305,1,0,1050,1050,335000,1963
3366,7800,2.5,2,2966,400,1.30E+06,1937
1810,3000,1.5,0,1810,0,545000,1903
1680,4240,1.5,0,1680,0,540000,1926
2450,9377,1,2,1540,910,687500,1962
1150,9812,1,0,1150,0,115000,1962
1150,9812,1,0,1150,0,227000,1962
3240,7621,2,2,3240,0,870000,2003
3480,12164,1.5,0,3480,0,1.19E+06,1984
2800,5000,2,0,2800,0,375000,2006
3240,7200,1,2,1620,1620,902000,1960
1480,7276,1,0,940,540,269500,1978
1700,4750,1.5,0,1200,500,570000,1909
1240,7590,1,0,1040,200,359950,1939
3720,8301,2,0,2880,840,1.45E+06,2008
1910,3427,2,0,1910,0,615000,2001
2120,8701,1.5,0,2120,0,250000,1960
3020,6788,2,0,3020,0,530000,2002
2250,222156,1,0,2250,0,474950,1987
1650,6480,2,0,1650,0,490000,1947
880,1157,2,0,880,0,210000,2007
1860,9225,1,0,1860,0,265500,1957
3840,4800,3,3,2750,1090,1.46E+06,2008
2192,12128,2,0,2192,0,310000,2006
1590,4108,2,0,1590,0,324500,2003
3700,11000,1,0,1840,1860,599000,1962
3670,9958,2,0,3670,0,525000,2005
1630,10304,1,0,1630,0,400000,1953
4230,54977,2,3,3780,450,887500,1951
1060,3325,1.5,0,770,290,344000,1932
2700,7434,2,0,2700,0,525000,1991
2110,8000,2,0,2110,0,385000,1975
3720,8633,2,0,3720,0,820000,1999
3440,5000,2,0,2560,880,1.31E+06,2006
2420,59800,1,0,1350,1070,549000,1985
1090,6771,1.5,0,1090,0,180000,1929
2910,5776,2,2,2910,0,589000,1998
1050,5518,1,0,1050,0,350000,1948
1610,7575,1,0,1110,500,197400,1965
1760,6477,2,0,1760,0,267000,1986
1540,20281,1,0,1540,0,480000,1977
2580,9450,1,0,1660,920,650000,1959
1370,5000,1.5,0,1370,0,600000,1905
1440,6265,1,0,1440,0,490000,2005
1410,7700,1,0,980,430,225000,1962
1980,10115,1,0,1980,0,640000,1959
2440,3427,2,0,1990,450,710000,2000
1350,11805,1,0,1350,0,325000,1986
3130,28001,1,0,2210,920,595000,1985
880,7004,1,0,880,0,128750,1950
1920,7300,1,0,1240,680,465000,1961
2700,7625,1,0,1450,1250,710000,1937
1670,6000,1,0,840,830,605000,1917
3470,20445,2,0,3470,0,994000,1963
1820,7326,2,0,1820,0,489950,1983
1310,8160,1,0,1310,0,365000,1950
1790,7212,1,0,1790,0,359950,1998
2460,4774,2,0,2460,0,495000,2006
1060,9039,1,0,1060,0,255000,1973
1340,10276,1,0,1340,0,330000,1961
1480,8394,1,0,1480,0,450000,1971
3500,11306,2,2,3500,0,655000,2005
2910,16362,1,2,2120,790,485000,1969
1940,15909,1,0,970,970,375000,1974
2280,4534,2,0,2280,0,570000,2003
1190,1022,3,0,1190,0,350000,1998
1260,6000,1,3,1260,0,550000,1951
2270,8652,1,0,1150,1120,513000,1965
1990,7320,1,0,1030,960,450000,1965
1500,1856,1,0,750,750,432500,1901
2060,329903,1.5,3,2060,0,432000,1989
1950,8892,2,0,1950,0,480000,1983
1790,6980,1,0,1330,460,402200,1980
1520,10227,1,0,1520,0,650000,1951
3240,13044,2,0,3240,0,1.20E+06,1984
2440,13250,1,0,1440,1000,312000,1977
2220,5821,1.5,0,1380,840,610000,1916
2640,7722,1.5,0,1650,990,823000,1915
1450,3750,1,0,950,500,471000,1925
1550,5511,2,0,1550,0,481015,1987
6200,23373,3,1,5050,1150,1.96E+06,1988
2810,11250,1,0,1680,1130,624000,1980
2080,7966,1,0,1200,880,480000,1970
1370,8671,1,0,1370,0,815000,1955
2920,20400,1,0,2920,0,1.65E+06,1966
1000,18513,1,0,1000,0,180000,1940
1210,9750,1,0,1210,0,156601,1984
2790,4650,2,0,2790,0,374950,2004
1660,4680,1,0,830,830,368000,1908
1650,3952,2,0,1650,0,550000,1950
1300,6318,1,0,1300,0,198000,1980
1090,7200,1,0,1090,0,345000,1968
2660,6572,1,0,1960,700,1.71E+06,1959
940,10890,1,0,940,0,185900,1909
2750,18029,1,2,1810,940,950000,1978
3850,13551,2,2,3000,850,995000,1998
860,8250,1,0,860,0,345000,1940
2070,10125,1,0,1390,680,741000,1962
2290,9772,1,0,2290,0,737000,2007
2340,6420,1,2,1590,750,668750,1964
2680,8625,1,0,1590,1090,575000,1974
1710,5440,1,0,1030,680,280000,1976
1800,10050,1,0,1800,0,583000,1955
1510,9600,1,0,1090,420,196000,1966
1700,7496,2,0,1700,0,349950,1994
1350,3333,1.5,0,1350,0,429000,1912
2140,10320,1,0,1330,810,270000,1967
2700,7416,1,0,1350,1350,385000,1969
920,5000,1,3,920,0,535000,1906
1500,10269,1,0,1030,470,352500,1958
1510,5200,1,0,860,650,624000,1922
1980,7958,1.5,0,1980,0,215000,1962
4500,21780,2,2,3040,1460,870000,1980
3220,8256,2,0,2610,610,440000,2006
1140,1149,2,0,940,200,518000,2001
1490,7589,2,0,1490,0,259500,1993
4360,91158,1,0,3360,1000,795127,1993
960,9000,1,0,960,0,290000,1955
2253,7700,2,0,2253,0,385000,1957
770,6542,1,0,770,0,259950,1948
1310,2915,2,0,1310,0,330000,1999
980,7480,1,0,830,150,280000,1948
1820,20011,2,0,1820,0,595000,1987
3980,7828,2,0,3980,0,925900,2001
3010,9600,2,0,2410,600,499000,1978
1830,7762,2,0,1830,0,325000,1993
2550,20875,1,0,1610,940,895000,1953
800,8960,1,0,800,0,162248,1944
2890,21480,2,4,1790,1100,1.07E+06,1941
1810,5080,1,0,1030,780,430000,1958
1810,5080,1,0,1030,780,615500,1958
940,5650,1,0,940,0,260000,1949
1810,42981,1,0,1810,0,295000,1973
2550,6117,2,0,1650,900,1.19E+06,1951
2370,2971,2,2,2080,290,749950,2008
1370,5080,1.5,0,1120,250,175000,1931
1370,5080,1.5,0,1120,250,415000,1931
1200,8316,1,0,1200,0,190000,1953
2100,3264,1.5,0,1350,750,625000,1912
2020,21010,2,0,2020,0,420000,1995
1570,9210,1,2,1400,170,339900,1965
1140,23030,1,0,1140,0,160000,1980
1830,5331,2,0,1830,0,353000,2002
1010,14183,1,0,1010,0,390000,1982
1770,9858,1,2,1770,0,675000,1971
2120,3757,2,0,2120,0,400000,2006
3190,5040,2,3,2160,1030,1.34E+06,2003
2780,11904,1,1,1730,1050,1.65E+06,1951
3350,9450,2,0,2180,1170,1.00E+06,1912
3450,28324,1,0,2350,1100,850000,1972
1060,6954,1,0,1060,0,275000,1983
1670,2589,2,0,1670,0,450000,2000
2251,12731,1,1,1390,861,305000,1957
1770,3744,1.5,0,1270,500,643002,1929
1510,4500,1,0,1510,0,468000,1978
1770,5000,2,0,1770,0,324950,2004
1260,7346,1,0,1260,0,290000,1987
1710,10959,1,0,1030,680,488500,1981
2290,8234,1,0,1250,1040,367950,1950
790,6555,1,0,790,0,285000,1956
1820,52889,2,0,1820,0,417000,1991
3180,31931,1,0,2390,790,1.12E+06,1978
5280,17677,2,3,3220,2060,1.55E+06,1978
3240,33151,2,2,3240,0,604000,1995
2390,8102,2,0,2390,0,380000,1986
2500,5264,2,0,2500,0,336500,2003
2290,6000,1.5,3,2290,0,685000,1900
7440,21540,2,0,5550,1890,4.21E+06,2003
1600,16868,1,1,990,610,670000,1946
1120,2000,1.5,0,1120,0,524000,1910
1340,10260,1,0,1340,0,172000,1968
1670,3000,1,0,900,770,680000,1911
2830,213879,2,0,2830,0,549900,1987
2700,49428,1,0,2700,0,357000,1988
910,5120,1,0,910,0,107000,1973
910,5120,1,0,910,0,232900,1973
2370,3302,2,0,1610,760,800000,1926
880,1498,2,0,880,0,248500,1999
2050,6420,1,3,1730,320,670000,1956
1180,21275,1,0,1180,0,207000,1958
1070,8250,1,0,1070,0,164000,1961
1380,1800,2,0,1080,300,570500,1954
2680,9162,1,0,1570,1110,599990,1978
2100,9599,1,0,1060,1040,395000,1961
4133,361548,2,0,4133,0,979500,2000
920,5546,1,0,920,0,207000,1928
920,5546,1,0,920,0,237000,1928
1750,60872,1,0,1180,570,650100,1973
1950,7350,1,0,1150,800,385000,1963
1660,11437,2,0,1660,0,335000,1958
2670,10026,2,0,2670,0,347000,1996
980,8000,1,0,980,0,204000,1954
1780,10260,2,0,1780,0,615000,1971
2370,10890,2,0,2370,0,943500,1980
1640,7333,1,0,1020,620,560000,1941
2610,7254,1,0,1610,1000,547500,1975
2030,7210,1,0,1450,580,359500,1968
2590,35640,1,0,2590,0,660000,1987
1620,7540,1,0,1310,310,258000,1988
2040,22693,1,0,2040,0,355000,1980
810,4800,1,0,810,0,253500,1948
1270,8920,1,0,1270,0,422500,1969
1470,2052,1.5,0,1470,0,239000,1986
1720,8521,1,0,1140,580,628000,1984
1320,1957,1,0,660,660,352000,2004
1358,1196,3,0,1358,0,311600,2007
2070,7245,1,0,1060,1010,235000,1964
2910,9525,2,0,2910,0,870000,1968
1370,7904,1,0,900,470,190848,1970
2340,5080,1,0,1170,1170,570000,1924
2290,6250,1.5,0,1690,600,661254,1940
1650,5000,1,0,1650,0,575000,1955
650,5360,1,0,650,0,230000,1931
2300,9914,2,0,2300,0,680000,1980
620,8261,1,0,620,0,148000,1939
620,8261,1,0,620,0,244900,1939
1400,6600,1,0,1280,120,214950,1954
1800,6250,1,0,1420,380,580000,1947
1300,7885,1,0,1300,0,263000,1968
2360,11375,1,0,1180,1180,317000,1962
3320,13500,1,0,1750,1570,302000,1963
1480,6978,2,0,1480,0,899000,1949
2190,11394,1,0,1550,640,1.29E+06,1956
3740,136915,2.5,0,3100,640,710000,1990
1360,9310,1,0,1020,340,230000,1980
1210,5200,1,0,1210,0,430000,1941
4610,13252,2,4,4610,0,1.17E+06,2004
860,6380,1.5,0,860,0,397000,1927
2250,8300,2,0,2250,0,595000,2003
2030,10089,1,0,1330,700,485000,1976
3260,24300,1.5,1,2310,950,755000,1950
1840,8100,1,0,920,920,185000,1953
1840,8100,1,0,920,920,340000,1953
2000,5827,2,0,2000,0,236000,1997
2810,7549,2,0,2810,0,550000,1992
1780,5720,1,0,980,800,680000,1925
2540,8706,2,0,2540,0,630000,1997
2340,3477,1,1,1170,1170,560000,1971
1480,6600,1,2,740,740,385000,1943
1358,1141,3,0,1358,0,280000,2007
1750,7490,1,0,1180,570,225000,1979
1830,29110,2,0,1230,600,610000,1990
1170,6750,1,0,800,370,592500,1947
3170,7634,2,0,3170,0,750000,1992
1530,4875,2,0,1530,0,164000,1977
1100,8281,1,0,1100,0,320000,1947
2030,3974,2,0,2030,0,544000,1994
1870,7500,1,0,1320,550,344950,1978
3080,12476,2,0,3080,0,539500,1990
2480,60548,1,0,1600,880,420000,1968
910,22725,1,0,910,0,305000,1926
810,5100,1,0,810,0,229000,1955
3990,9938,2,0,3990,0,1.07E+06,2001
1430,1383,3,0,1430,0,397500,2005
2190,8402,2,0,2190,0,540000,1928
2290,10186,2,0,2290,0,650000,1985
3020,13237,2,4,2840,180,1.90E+06,1942
2260,280962,2,2,1890,370,649000,2005
